CNPJ_CIA,DT_REFER,VERSAO,DENOM_CIA,CD_CVM,GRUPO_DFP,MOEDA,ESCALA_MOEDA,ORDEM_EXERC,DT_FIM_EXERC,CD_CONTA,DS_CONTA,VL_CONTA,ST_CONTA_FIXA,DS_CONTA_CLEAN,NIVEL_CONTA,CD_CONTA_PAI,DS_CONTA_PAI
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.02.02.01,Títulos e Valores Mobiliários,9999449.0,S,titulos valores mobiliarios,4,1.02.02,Ativos Financeiros Avaliados ao Valor Justo através do Resultado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.02.02.01,Títulos e Valores Mobiliários,4922226.0,S,titulos valores mobiliarios,4,1.02.02,Ativos Financeiros Avaliados ao Valor Justo através do Resultado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.02.02.02,Derivativos,3531425.0,S,derivativos,4,1.02.02,Ativos Financeiros Avaliados ao Valor Justo através do Resultado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.02.02.02,Derivativos,2100853.0,S,derivativos,4,1.02.02,Ativos Financeiros Avaliados ao Valor Justo através do Resultado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.02.03,Ativos Financeiros Avaliados ao Valor Justo através de Outros Resultados Abrangentes,249646301.0,S,ativos financeiros avaliados valor justo atraves outros resultados abrangentes,3,1.02,Ativos Financeiros
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.02.03,Ativos Financeiros Avaliados ao Valor Justo através de Outros Resultados Abrangentes,299375933.0,S,ativos financeiros avaliados valor justo atraves outros resultados abrangentes,3,1.02,Ativos Financeiros
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.02.03.01,Títulos e Valores Mobiliários,249646301.0,S,titulos valores mobiliarios,4,1.02.03,Ativos Financeiros Avaliados ao Valor Justo através de Outros Resultados Abrangentes
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.02.03.01,Títulos e Valores Mobiliários,299375933.0,S,titulos valores mobiliarios,4,1.02.03,Ativos Financeiros Avaliados ao Valor Justo através de Outros Resultados Abrangentes
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.02.04,Ativos Financeiros ao Custo Amortizado,1163427791.0,S,ativos financeiros custo amortizado,3,1.02,Ativos Financeiros
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.02.04,Ativos Financeiros ao Custo Amortizado,1416787699.0,S,ativos financeiros custo amortizado,3,1.02,Ativos Financeiros
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.02.04.01,Aplicações em Depósitos Interfinanceiros,77197161.0,S,aplicacoes depositos interfinanceiros,4,1.02.04,Ativos Financeiros ao Custo Amortizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.02.04.01,Aplicações em Depósitos Interfinanceiros,81094541.0,S,aplicacoes depositos interfinanceiros,4,1.02.04,Ativos Financeiros ao Custo Amortizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.02.04.02,Aplicações no Mercado Aberto,346970027.0,S,aplicacoes mercado aberto,4,1.02.04,Ativos Financeiros ao Custo Amortizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.02.04.02,Aplicações no Mercado Aberto,482464274.0,S,aplicacoes mercado aberto,4,1.02.04,Ativos Financeiros ao Custo Amortizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.02.04.03,Títulos e Valores Mobiliários,22770439.0,S,titulos valores mobiliarios,4,1.02.04,Ativos Financeiros ao Custo Amortizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.02.04.03,Títulos e Valores Mobiliários,26654068.0,S,titulos valores mobiliarios,4,1.02.04,Ativos Financeiros ao Custo Amortizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.02.04.04,Operações de Crédito,669332086.0,S,operacoes credito,4,1.02.04,Ativos Financeiros ao Custo Amortizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.02.04.04,Operações de Crédito,770469717.0,S,operacoes credito,4,1.02.04,Ativos Financeiros ao Custo Amortizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.02.04.05,Provisão para Perdas Esperadas Associadas ao Risco de Crédito,-47314670.0,S,provisao perdas esperadas associadas risco credito,4,1.02.04,Ativos Financeiros ao Custo Amortizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.02.04.05,Provisão para Perdas Esperadas Associadas ao Risco de Crédito,-47406891.0,S,provisao perdas esperadas associadas risco credito,4,1.02.04,Ativos Financeiros ao Custo Amortizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.02.04.06,Operações de Arrendamento,0.0,S,operacoes arrendamento,4,1.02.04,Ativos Financeiros ao Custo Amortizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.02.04.06,Operações de Arrendamento,0.0,S,operacoes arrendamento,4,1.02.04,Ativos Financeiros ao Custo Amortizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.02.04.07,Provisão para Perdas Esperadas Associadas ao Risco de Crédito de Operações de Arrendamento,0.0,S,provisao perdas esperadas associadas risco credito operacoes arrendamento,4,1.02.04,Ativos Financeiros ao Custo Amortizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.02.04.07,Provisão para Perdas Esperadas Associadas ao Risco de Crédito de Operações de Arrendamento,0.0,S,provisao perdas esperadas associadas risco credito operacoes arrendamento,4,1.02.04,Ativos Financeiros ao Custo Amortizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.02.04.08,Outros Ativos Financeiros,94472748.0,S,outros ativos financeiros,4,1.02.04,Ativos Financeiros ao Custo Amortizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.02.04.08,Outros Ativos Financeiros,103511990.0,S,outros ativos financeiros,4,1.02.04,Ativos Financeiros ao Custo Amortizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.03,Tributos,64737934.0,S,tributos,2,1,Ativo Total
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.03,Tributos,63678242.0,S,tributos,2,1,Ativo Total
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.03.01,Imposto de Renda e Contribuição Social - Correntes,7812278.0,S,imposto renda contribuicao social correntes,3,1.03,Tributos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.03.01,Imposto de Renda e Contribuição Social - Correntes,8329577.0,S,imposto renda contribuicao social correntes,3,1.03,Tributos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.03.02,Imposto de Renda e Contribuição Social - Diferidos,56925656.0,S,imposto renda contribuicao social diferidos,3,1.03,Tributos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.03.02,Imposto de Renda e Contribuição Social - Diferidos,55348665.0,S,imposto renda contribuicao social diferidos,3,1.03,Tributos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.03.03,Outros,0.0,S,outros,3,1.03,Tributos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.03.03,Outros,0.0,S,outros,3,1.03,Tributos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.04,Outros Ativos,10944189.0,S,outros ativos,2,1,Ativo Total
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.04,Outros Ativos,25118372.0,S,outros ativos,2,1,Ativo Total
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.04.01,Ativos Não Correntes a Venda,0.0,S,ativos correntes venda,3,1.04,Outros Ativos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.04.01,Ativos Não Correntes a Venda,0.0,S,ativos correntes venda,3,1.04,Outros Ativos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.04.02,Ativos de Operações Descontinuadas,0.0,S,ativos operacoes descontinuadas,3,1.04,Outros Ativos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.04.02,Ativos de Operações Descontinuadas,0.0,S,ativos operacoes descontinuadas,3,1.04,Outros Ativos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.04.03,Outros,10944189.0,S,outros,3,1.04,Outros Ativos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.04.03,Outros,25118372.0,S,outros,3,1.04,Outros Ativos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.05,Investimentos,32363137.0,S,investimentos,2,1,Ativo Total
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.05,Investimentos,34366666.0,S,investimentos,2,1,Ativo Total
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.05.01,Participações em Coligadas,5448436.0,S,participacoes coligadas,3,1.05,Investimentos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.05.01,Participações em Coligadas,6066640.0,S,participacoes coligadas,3,1.05,Investimentos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.05.02,Participações em Controladas em Conjunto,0.0,S,participacoes controladas conjunto,3,1.05,Investimentos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.05.02,Participações em Controladas em Conjunto,0.0,S,participacoes controladas conjunto,3,1.05,Investimentos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.05.03,Participações em Controladas,26748816.0,S,participacoes controladas,3,1.05,Investimentos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.05.03,Participações em Controladas,28114861.0,S,participacoes controladas,3,1.05,Investimentos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.05.04,Propriedades para Investimento,0.0,S,propriedades investimento,3,1.05,Investimentos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.05.04,Propriedades para Investimento,0.0,S,propriedades investimento,3,1.05,Investimentos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.05.05,Outros Investimentos,165885.0,S,outros investimentos,3,1.05,Investimentos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.05.05,Outros Investimentos,185165.0,S,outros investimentos,3,1.05,Investimentos
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.06,Imobilizado,8023960.0,S,imobilizado,2,1,Ativo Total
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.06,Imobilizado,8262594.0,S,imobilizado,2,1,Ativo Total
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.06.01,Imobilizado de Uso,19481691.0,S,imobilizado uso,3,1.06,Imobilizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.06.01,Imobilizado de Uso,20014870.0,S,imobilizado uso,3,1.06,Imobilizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.06.01.01,Valor de Custo do Imobilizado de Uso,19515238.0,N,valor custo imobilizado uso,4,1.06.01,Imobilizado de Uso
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.06.01.01,Valor de Custo do Imobilizado de Uso,20016624.0,N,valor custo imobilizado uso,4,1.06.01,Imobilizado de Uso
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.06.01.02,Perdas por Redução ao Valor Recuperável,-33547.0,N,perdas reducao valor recuperavel,4,1.06.01,Imobilizado de Uso
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.06.01.02,Perdas por Redução ao Valor Recuperável,-1754.0,N,perdas reducao valor recuperavel,4,1.06.01,Imobilizado de Uso
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.06.02,Direito de Uso de Arrendamento,0.0,S,direito uso arrendamento,3,1.06,Imobilizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.06.02,Direito de Uso de Arrendamento,0.0,S,direito uso arrendamento,3,1.06,Imobilizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.06.03,Depreciação Acumulada,-11457731.0,S,depreciacao acumulada,3,1.06,Imobilizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.06.03,Depreciação Acumulada,-11752276.0,S,depreciacao acumulada,3,1.06,Imobilizado
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.07,Intangível,6155723.0,S,intangivel,2,1,Ativo Total
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.07,Intangível,6990611.0,S,intangivel,2,1,Ativo Total
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.07.01,Intangíveis,12672239.0,S,intangiveis,3,1.07,Intangível
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.07.01,Intangíveis,14423329.0,S,intangiveis,3,1.07,Intangível
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.07.01.01,Valor de Custo dos Intangíveis,13693901.0,N,valor custo intangiveis,4,1.07.01,Intangíveis
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.07.01.01,Valor de Custo dos Intangíveis,16404185.0,N,valor custo intangiveis,4,1.07.01,Intangíveis
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.07.01.02,Perdas por Redução ao Valor Recuperável,-1021662.0,N,perdas reducao valor recuperavel,4,1.07.01,Intangíveis
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.07.01.02,Perdas por Redução ao Valor Recuperável,-1980856.0,N,perdas reducao valor recuperavel,4,1.07.01,Intangíveis
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.07.02,Goodwill,0.0,S,goodwill,3,1.07,Intangível
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.07.02,Goodwill,0.0,S,goodwill,3,1.07,Intangível
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.07.03,Amortização Acumulada,-6516516.0,S,amortizacao acumulada,3,1.07,Intangível
00.000.000/0001-91,2021-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.07.03,Amortização Acumulada,-7432718.0,S,amortizacao acumulada,3,1.07,Intangível
00.001.180/0001-26,2021-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1,Ativo Total,130477399.0,S,ativo total,1,0,
00.001.180/0001-26,2021-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1,Ativo Total,137399524.0,S,ativo total,1,0,
00.001.180/0001-26,2021-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.01,Ativo Circulante,25634598.0,S,ativo circulante,2,1,Ativo Total
00.001.180/0001-26,2021-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.01,Ativo Circulante,19415396.0,S,ativo circulante,2,1,Ativo Total
00.001.180/0001-26,2021-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2020-12-31,1.01.01,Caixa e Equivalentes de Caixa,3433922.0,S,caixa equivalentes caixa,3,1.01,Caixa e Equivalentes de Caixa
00.001.180/0001-26,2021-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2021-12-31,1.01.01,Caixa e Equivalentes de Caixa,2551978.0,S,caixa equivalentes caixa,3,1.01,Caixa e Equivalentes de Caixa
